id,text
299,"Dulu yg mendirikan AFC adalah negara2 asia tenggara kayak indo, malay, filipina, dll, dan juga negara2 asia timur macam jepang. Makanya markas AFC ada di Malaysia. 

Eh sekarang malah dikuasai arab 😅

Kalian tuh gabung AFC belakangan, bisa2 nya sekarang menguasai nya 😂. 

Sekedar peringatan aja, kalo gini terus, AFC hanya akan semakin tertinggal dgn zona lainnya. 

Tim2 macam jepang, korea, dll mungkin masih bisa bersaing. Sedangkan negara2 lain, terutama negara2 arab, bisa2 cuma jadi bahan ketawaan negara2 dari zona lain aja di pildun.

CAF (Afrika) yg katanya negara2 m*skin, kel*paran, dll, gw rasa kekuatan negara2 nya masih diatas AFC, bahkan bisa semakin melampaui nya. 
Termasuk juga CONCACAF. 

Gw rasa AFC hanya akan semakin tertinggal kalo gini terus"
300,Kepengurusan LIGA indo mesti berkaca liat tu tetangga aja bisa d grade one klub nya 😂
301,Lebih seru lagi dukung Club² Indonesia 🔥🔥 Enak nya sih bisa Home Away🔥
302,"Mudah2 enggak ada club2 Indonesia disana deh😂, soalnya pasti rese. Kek kemarin baru menang liga saja resenya minta ampun. Plat B di coret2 vandalisme. Belum lagi dijalan beuhh norak norak nya minta ampun 😂😂😂"
303,"era dimana kita sebahagia itu😢. Disiplin tinggi STY, Lawan terberat adalah wasit, hingga permainan ciamik sty.... AKU RINDU ITU #ERICKOUT #KEMBALIKANSTY"
304,Kereeeennnn bangga banget .🔥🔥🔥nangis lihat kalian main.sangat tenang🤗🤗🤗 I love full banget❤❤❤❤
305,"ChatGPT adalah AI paling jujur

Gw tanya diantara semua agama, agama apa yang paling benar...

Dengan mudah nya bilang : pasti islam lah

Gw bilek : BJIRR semudah itu kah menjawabnya 🤣🤣🤣"
306,Kalau menurut gw chatgpt lebih kayak buat temen aja daripada search informasi.karena dia kalau di ajak apapun responnya hampir selalu setuju sekalipun bertolak belakang dengan realita dan sering ketawa. sedangkan Gemini dan deepseek yang cocok buat pencari informasi. dan karena akhir akhir ini saya sering pakai Gemini saya bisa simpulkan kalau ai ini sulit banget diajak ketawa yang natural gitu.pasti selalu harus disuruh di prompt ada ketawa dulu baru dia ketawa kalau gak dia beneran fokus ke informasi dan argumen yang diminta
307,"Chatgpt menurut gw buat ngobrol + konsep ngonten, tapi untuk coding dan lain² gw lebih pilih Gemini. Klo deepseek buat analisis bug di kode :)"
308,"Gw udah coba macem macem AI, dan deepseek paling oke buat penalaran dan coding menurut gw.
Gw minta di ajarin bikin mod cleo script GTA SA, ga sampai sehari udah bisa coding bjir wkwk"
309,"ChatGPT sekarang gw jadikan sebagai teman bertukar pikiran karena on the point, dan membant membuka pikiran yang sebelumnyagak menyangka bisa. Tapi ga bsa 100% lagsung dipercaya, harus dikonfirmasi ulang lagi dengan fakta fakta yg ada."
310,"Sebagai pengguna AI semacam ChatGPT, AI ini bener² bantu hidup saya. ChatGPT niscaya asisten pribadi tempat diskusi dan cari second opinion dari ide yang saya pikirkan. Bahkan seringkali mereka bisa memberikan ide² cemerlang buat saya belajar dan update ilmu. Asalkan dipakai dengan bijak, AI bisa bantu kita semakin cerdas. AI bisa belajar dari cara kita berpikir. Kita bisa kasih referensi buat AI belajar jadi ke depannya dia bisa jadi mesin pengingat kita kalau butuh reminder.

Tapi kalau disalahgunakan, itu yang akan merusak mentalitas dan malah jadi brainrot khususnya bagi orang² yg ga bijak ber-AI.
Yang ga bijak misalnya minta disuruh bikin tugas dan akhirnya dicopas tanpa dimengerti dan tidak peduli isinya benar atau engga."
311,"Gua gunain chat gpt buat memahami sama jelasin suatu materi,terus gua bikin lagi yang lebih paham ke pribadi,pengalaman gua itu belajar informatika di chat gpt,pahami dan akhirnya nilai gua diatas 90"
312,"Mana ada gpt tahu itu hasil kopas atau tidak, anda dosen atau orang awam aja kayak gak baca kebijakan privasi dan pengguna open ai, inilah contoh dosen yang malas baca akhirnya keluar kata kata yang malah menunjukkan ketololan dia sendiri😂,

Tirta Tirta, itu semua cuman soal promt dan penguasaan aja emang lu kira gpt bisa tahu mana tulisan manusia dan robot, tolol, 

Contoh lucunya:

Kalau kamu copas puisi Chairil Anwar, terus tanya ke GPT, bisa aja dia jawab:

“Mungkin ini dibuat oleh GPT karena bahasanya puitis dan terstruktur.”
Padahal ya itu puisi legendaris!😂

Dosen awwam itu."
313,"respon GPT gw:

Wkwkw iya iya, itu bener secara teknis, tapi kayak... nggak se-epik itu juga bro :v

Jadi emang bener, tiap kata (atau potongan kata) itu dihitung sebagai token sama sistem AI, dan makin banyak token = makin banyak proses. Tapi yang mereka nggak bilang itu:
➡️ Selisih daya listriknya kecil banget. Kayak lu ngetik “halo” dibanding “hai, tolong bantuin saya dong ya hehe” itu ya beda token, tapi ya bedanya kayak lu ngangkat sebutir nasi doang buat CPU-nya.

Analogi gampangnya:
Lu ngajak temen minta tolong ngangkat galon. Mau lu ngomong ""bantu dong"" atau ""hai, bisa tolong bantuin aku mengangkat galon ke dispenser ya? makasih ya"" — si temen lu tetep cuma ngangkat satu galon. Bedanya cuma waktu mikirnya dikit lebih lama, tapi capeknya tetep sama. :v

Jadi ya, kalau AI ngerespon permintaan panjang, iya tokennya lebih banyak...
Tapi listrik yang dipake? Boro-boro 1 watt beda, lebih dikit dari nyalain LED indikator router mungkin :v

Ngomong-ngomong, itu video niat edukasi atau malah nyari views doang, menurut lu?"
314,"Gua yang make chatgpt kek temen sendiri bilek , 🙂 (bahkan gua jarang bilanh hal sopan ,tapi bukan bahasa yang aneh aneh 🤨),"
315,Yah ga masuk akal ai sendiri bilang kalo hanya sekedar 1orang yang bilang makasih atau sopan ga akan membuat tagihan perusahaan rugi cuman tinggal bilang aja jangan sering bilang makasih ke ai biar ai bekerja seperlunya aja
316,"chatgpt ku ngomongnya bhs gaul ke aku😭😭 mna disingkat"" lg kek lg ngbrol sm org lainn🤣"
317,Untung gwe ngajak ai buat pake bahasa gaul🗿
318,Tapi aku coba kucingnya ga jalan. Malah jadi kaya gift gitu 😢. Masalah nya dimana yaa. Padahal aku coba bikin nya sama persis kaya punya kk😢
319,"saya sudah beli dengan harga 530rb an, bagus untuk bikin presentasi dan animasi nya, tapi ketika saya download ke powerpoint kenapa animasi nya tidak ada ya? apakah ada yang salah atau ada saran kak?"
320,"Dengan keadaan ku yang sedang tidak baik"" sj st ini ... Nonton podcast ini makin terkuras air mata ku 😭
Sllu bnyk pelajaran dari podcast'y bang den dan bintang tamu'y ...
Trimks 😔😔"
321,"Sadar gak sih Rendy itu klo ngomong berbelit2 & kdang g nyambung, di podcast dr. Richard Lee jg.. klo ngomong banyak gerak tp blibeet ajha gak ad isinya.."
322,"Hello bang Deni... Jgn Menyudutkan dan Merasa Atta semiskin itu utk mendapatkan Aurel. Kasihan Atta... Dia sudah sukses sebelum menikah dgn Aurel. Ngk mungkin Aurel Mau sama Orang semiskin itu. Atta memang sudah Mapan sblm kenal Aurel. Walupun dia dulu TDK sekaya itu tapi dia pekerja keras dan Hasilnya sudah ADA hingga orang Tua Aurel menyetujui Mereka.
Hanya saja Atta Orangnya Humble tapi Harta dan Mobil2nya sudah banyak sebelum kenal Aurel. Orangnya Juga Karismatik karna Atta Memang Pintar dan Perkerja keras... Makannya Hasilnya Ada sebelum kenal Aurel .."
323,"Bang kalo Bikin Podcast itu Jangan Menjawab pertanyaan yang elu Tanya ke Narasumber, biar Narasumber yang memberikan jawaban, dan jangan teralu banyak komen terus, Ribett dengernya 😂😂😂😂😂😂😂"
324,"Gw nangis dengernya 😔 tertampar banget, sering ngeluh capek kerja. Kurang bersyukur apa gw selama ini"
325,"16:18 
""Klo niatnya baik, alam juga bakalan baik"" 
Gw nangis denger cerita pas ada ular phyton sepanjang 8 meter yang cuman lewat doang kagak nggigit...
Menurut gw itu keren banget..

Btw soal orang yang suka pasang tampang doang cuman, buat konten, tapi kagak ada tolalitas kontribusinya.
Jangankan mereka yang ketemu langsung ama orang tipe kayak gitu, gw yang cuma denger dari cerita mereka aja suka kesel sendiri..."
326,"Buat yang cinta kebersihan, Seru sih kerja kekgini. Dulu waktu jaman bocah di kampung saya suka ada gotong royong membersihkan lingkungan. Kalo ramean emang seru. Dan hasilnya satisfying aja. Semoga kita semakin disiplin dalam membuang sampah.❤"
327,pandawara bisa jg bersihin koruptor juga ga? 🗿
328,"Terharu banget 🥺 aku suka bersih suka pengen bersihin lingkungan, pengen berani negur yg buang sampah sembarangan tapi .... 🥺👍 Hebat banget sih kalian, kalo ada organisasinya dan aku ada waktu pasti ikutan"
329,"Keren euyy,,,Gak berguna petugas kebersihan 😂,, parahnya lagi kesadaran masyarakat akan sampah sangat Rendahan 😅"
330,Mereka tidak butuh penghargaan. Tapi buat modal. Saya lebih baik bayar mereka setahun drpd bayar pajak😅 yg sudah jelas kinerjanya. Bukan kasih anggaran ke pejabat daerah.. malu ah kalau anak pemuda ini sampai blusukkan kali dan dibersihkan mereka.. hanya dgn 5 org dan minim anggaran.. dr sini akan byk oknum2 tdk suka masuk ranah daerah mereka.. tp kami ttp dukung bila kalian bnr kinerjanya😊
331,"Kok gua jdi terharu ya🥺 
Please deh temen temen kita harus kurangi pemakaian plastik, kalau ga penting² amat ga usa pake plastik...
Kita mati plastiknya masih idup sedih bngt ga si 😭 
Aku nonton video dokumentasi ""diam dan dengarkan"" aeeius itu ngubah hidup ku bangt utk hidup lebih eco friendly dan setingkat lebih ramah lingkungan... 🙏"
332,"Den, I don’t like your statement.
Banyak lho orang yang bisa punya anak, tapi JAUUUHHH lebih banyak lagi orang yang gak pantas buat jadi orang tua.
Gak salah lho kalo Aming berpikiran kalo dia takut suatu saat dia tua dan mati tapi anaknya masih kecil.
Nyaranin orang buat punya anak tanpa mikirin masa depan anaknya nanti kedepannya bakal gimana tuh secara gak langsung lu mau bilang “yaelah yang penting lu punya anak dulu bro. Gimana-gimana kalo lu mati nanti urusan belakangan”.
Bukan berarti apa yang lu omongin itu salah, tapi gak bener juga. Gue sebagai pendengar nangkepnya pemikiran lu itu tipikal orang tua kolot yang egois.

Walau ada point yang gue gak setuju, boleh lah kita agree to disagree buat suatu konteks (which makes us human), podcast nya bagus dan berisi. 👌🏻"
333,Itu mainan viral🎉🎉🎉🎉🎉🎉tapi aku pengen😢😢😢😢😢😢😢😢❤
334,Aku dari dlu pengen banget beli dua tapi mama ku gabolehin soalnya mahal:'(:'(
335,kakak coba bisa dibuka langsung autoh langsung beli semua 😀😀😀😀😙😙😞😞😔
336,"duit itu jg duit gua,asal bukan dikorup gpp. nanti jg ada, pajak, naikin harga2, pinjem LN. pesepakbola indonesia jng mau klah dg afrika...oke.  jng merendahkan diri kayak korea jepang. jd tuan murah supaya ikuttt.....ndesoooo"
337,"Jangan lihatnya sisi Israel atau UUD nya doang, atau fasilitas/dana yg belum layak.

Coba introspeksi internal, apa iya kita udah siap?
Liga lokal Indonesia aja yang kaga ada Israel masih sering ribut, anarki, rusuh hingga perusakan, belum lagi ada ""oknum spesial rusuh"", belum kebawa hasyutan, masa kita gampang ke setir mulai dr ""oknum spesialis tadi"" sampe ikut2an, tauran jadi ""ekskul"" di sekolah gimana mw gada anarki?

Ga usahlah mikirin eksternal, kejauhan, introspeksi dulu udah siap even internasional untuk bola, infrastruktur dan mental ga cuma pemain tapi penonton? Perbaiki internal, dominan Asean, baru world cup. Yuk sama-sama, jangan membebankan ke pemerintah atau lembaga olahraga doang."
338,fun factnya. yg di dukung bukan paslestinanya. tapi... anda semua pasti tau lah
339,"Udah curiga semenjak pertarungan siapa yg bakal dipilih fifa untuk jadi tuan rumah, perwakilan negara brazil dan peru keliatan kesel, gw curiga pasti ada apa apa, eh terbukti, kita dikasih buah simalakama, maju kena mundur kena, bukan ga siap, tapi kelimpungan ngadepin serangan serangan yang brutal 😂😂"
340,"kayak gini masih ada yg tanya, kenapa Indonesia gak maju2? you know lah jawabannya, pikiran masyarakatnya kampungan"
341,"Iya emang karena politik aja sih ini.
Yakin gua klo tahun 2021 diadin pasti ngk ada masalah.
Karena mau pemilu aja, itu yang diatas adu mekanik. Yang kena tetap rakyat. Katanya aja even demokrasi padahal yang di jual cuma janji.
Lebih sulit bikin proposal daripada buat janji kampanye😂. Klo pada kampanye banyak dah tuh janjinya. Tapi waktu di tanya ""how it works"", skemanya bagaimana, dan detail lainnya. 
Jarang ada yang menjawab dengan detail."
342,Agak aneh juga soal sanksi Indonesia oleh FIFA tapi liat israel ricuh di stadion bola Palestina malah ga kena itu gimana yah 😅
343,"Awalnya aku juga ga yakin Indonesia udah mampu jadi tuan rumah piala dunia... Eh sayangnya malah kebukti bener...
Walaupun Sepakbola Hype nya cukup gede di Indo, tapi menurut aku secara fasilitas, kualitas, dsg masih banyak yang kurang...
Aku juga ga suka Israel, cuma mending biarin aja atlet sama reporternya ke sini... Pas ke sini cuekin aja sama warganya😅 biar kena mental pas pertandingan...
Daripada kayak gini, mereka masih tetep bisa tanding, kitanya doang yang rugi...

Liat ini aku sedikit inget Qatar yang ngelarang promosi LGBT selama acara, Qatar yang punya basic kuat di dunia ekonomi aja digempur, mending mereka masih punya kekuatan buat ngelawan balik... Lah, Indonesia... Kita belum sekuat itu... Mau ngelawan baliknya gimana?"
344,"UCI Track Cycling Nations Cup 2023, World Beach Games 2023, IFSC Climbing World Cup 2022, IESF 14th World Esports Championship 2022, dan masih banyak lagi ga gue cantumin disini, dimana Israel ikut bertanding.
Gue cuman mau bilang, ga ada salah buat nolak, dengan pegangan konstitusi kita, cuman, KONSISTEN LAH BNGS*AT. Mau bilang itu aja sih, sebagai fans sepakbola, yang awam dengan dunia politik, kenapa bahas politik, karna emang gabisa dipungkiri, sepakbola itu penuh sama politik, cuman sebagai masyarakat awam, kenapa harus saat ini, skrang, kalau karna konstitusi, yea, gue juga setuju, cuman KONSISTEN LAH MENOLAKNYA, huhh, negeri wakanda:)"
345,Entar pas Indonesia Lawan Israel Terus Kalah Entar Palingan Tragedi Kanjuruhan Terjadi lagi Aokwowkaow 😂
346,Coba pikir Rusia gagal masuk Pildun karena politik.. kocak FIFA 😂😂😂
347,"Ini smua di sebab kan peraturan yang di buat oleh pemerintah terhadap Israel terlalu melebihi sehingga FIFA memutus kan indonesia di batal kan menjadi tuan Rumah U-20...selain itu, indonesia juga ngak berkelayakan ikut pildun U-20 karena peringkat FIFA indonesia berada di peringkat 149...Timnas Indonesia bisa ikut karena Tmpat penyelenggara pildun U-20 bertempat kan di Indonesia maka nya ada Timnas Indonesia yang mewakili Indonesia di ajang itu..indonesia Kalah jauh dngan Negara Negara yg ikut Pildun U-20 ini..
Maaf ini cuma komentar dan ngak bermaksud apa apa, ini Fakta bukan Auta"
348,"Fiji tuh negara mana??
Seumur² baru denger ada negara fiji 😅"
349,"Gk di akuin juga FiFA gk papa ,gk mkan uang FiFA , itu nnya takdir dri tuhan ,berarti di suruj istirihat duluuu😅😅😅 ,"
350,Makin jelas siapa yang membatalkan ajang piala dunia U-20 😭😭😭
351,"gw merasa illegal nonton video yang penuh effort untuk di kerjakan dan di buat, secara gratis😢😢😢"
352,"ini channel punya perusahaan produksi film berkedok youtuber Minecraft kah?
kualitasnya bagus, feelnya dapet, alurnya gausah ditanya, emosi dan suasananya relate banget sama rata-rata kegiatan warga sekarang, intinya lu jago buat story telling bang lu cocok buat film di bioskop bang"
353,Aku udah like tapi aku tidak boleh main Roblox karena katanya bahaya Roblox 😢😢😊😅
354,Bangun namanya minecraft-nya apa Bang Aku sudah dari dulu aku lihat kau dan mu kepengen minecraft-nya kamu Bang please dong kasih tahu namanya aku sudah sedang subscribe belum padahal❤😊😭
355,ni kalo bocil Nemu gw ku tumbuk siap siap udalah gituin tukang bakso kamu Nanya gak sopan sama orang tua udalah perempuan masih kecil lawan orang tua ku tumbuk niha ku doain dia masuk neraka jahanam aminnnnnmm
356,"Tapi kayak serius cuy dari gelagatnya agak ngeri sih, soalnya gue pernah interaksi dengan pedagang yang modelan begini waktu SMP selama 3 tahun cuy"
357,"kalau aku sih b aja namanya juga anak2 apalagi jaman skrg cukup senyumin aja, ucapan mencerminkan kepribadiian ,berarti abangnya kaku keras pala wataknya 100%"
358,Anak gua waktu niru2 gitu gua tampol sendal...sekarang kapok dia.😎
359,Mas    Andra ganteng   banget  putih   Lagikkbikin  kayak gini   Lagi   soaL  nyabagus  baget semagat   ya  kak❤❤❤❤❤❤❤❤❤❤❤
360,Kakak kamu ganteng❤❤❤❤❤❤❤❤❤❤
361,Masya Allah ganteng banget 🌷🌷🌷🌷🤭🤭🥰😘😍😍🥰😘😍😘🥰🥰😘😘😘😘🥰🤭🤭🤭🤭☺️🤩☺️🤩🤩😊☺️
362,Saya setuju dengan komen cerdas nya Pak Dharma saya yakin itu waktu pandemi konspirasi global elite politik. Kita di takut2i  selama 2 tahun. Sekarang saya uda ga percaya vaksin2 lagi. Saya ga percaya ma WHO. Banyak yang habis di vaksin sakit2an dan banyak juga yang meninggal. Pak Dharma cocok jadi RI 1. 👍👍🙏🙏
363,Ya gwe tau sblm pak darma tau kalau covid cuma isu yg di besar besarkan dan di rekayasa padahal covid gpernh ada sama sekali dan sampe saat ini gwe gpernh di vaksin Alhamdulillah sehat aman ga knp knp klpun kena virus ya virus flu biasa ga lebih dan byk obat nya jadi gperlu di vaksin
364,"konsfirasi pemuja satanic  mereka banyakan elite global n pejabat"" tinggi diluar negeri bahkan pejabat  WHO ,virus corona adalah contohnya  agenda mereka n memberi vaksin utk melemahkan tubuh manusia, dibiaya dr orang kaya elite global ,krn kekayaan mereka dr pemujaan satanic n iluminati


intinya yg ingin beliau sampaikan.... who n elite global ter infeksi satanic iluminati, artis "" holywood banyk ikut satanic.... virus corona salah satu bentuk  ikut campur elite global maknya diblg konsfirasi, diluar banyak pemuja satanic mereka kaya n awet muda"
365,"kita benar2 ditipu ya mknya skg umur blm ada 40 THN aja udah byk yg kna serangan jantung,beragam macam penyakit,miris ya 😢😢"
366,"Tapi penyakit COVID itu nyata, Saya salah satu korbannya. Dugaan saya virus COVID itu benar tersebar ke seluruh dunia. Tiga kali Saya kena COVID, dan yang terakhir hampir mati. Berkumur betadine dan sikat Gigi dan lidah, bersihkan lubang hidung dgn minyak kayu putih, disertai konsumsi Lidah buaya dan daun sirih berperan besar dalam kesembuhan Saya. COVID adalah tools politik dunia menurut pendapat Saya untuk menguasai ekonomi dunia."
367,BESTTTT AND POWER BANGETTT SALMAA🔥🔥🔥🔥
368,"Penilaian Saya sebagai PEMUSIK: KWALITAS SUARANYA ANGGI SANGAT TINGGI Dahsyat👍SUARA SALMA BIASA AJA, SEPERTI SUARA BERNYANYI DI KARAOKE 😂 hehehe"
369,"anggi marito disini fals.....overlap, anggi mencoba mendominasi...tp tetap kalah sama salma....untung salma jg sabar. kalo di dengar pake handsfree sangat jelas anggi FALS"
370,"wowww kerennnn habisss.., mantapp dua2 nya Anggi dan Salma..👏👏👍👍💃💃💯💯"
371,"ga ngikutin idol yang tahun ini but after see who the winner,emang deserve sih buat juara keren banget"
372,Keren parah 🔥🔥
373,"Salmaaaaaaa kenapa dnger kauuuu nyangi itu rasanya nyaman bangetttt , cara dan pembawaan mu salmaa ngerihhhhh sedeppp ,,🎉🎉🎉🎉🎉🎉"
374,Inilah kehebatan seorg salma klo bernyanyi sprti bercerita dlm sebuah nada jd kita SBG penikmat lagu seolh sprti ikut masuk dlm cerita lagu yg salma nyanyiin...keren abizzzzz salma ❤️👍
375,"Gercep gak kak gaby, semangat terus ya kak 💗🌺"
376,Aku suka balerina kapoci kak keikei😊😊❤❤
377,Kak kei aku tadi main tower buatan kak kei yang fantakeilen itu tiba tiba ada yang ngomong kasar di tower ava kak lenlen terus ada yang nge troll  mohon di atasi ya kak kei😢
378,Kakak aku pernah lihat kakak loh di tik tok lagi main itu Roblox kakak seru banget dia mainnya kakak kadang-kadang di troll ya kakak cantik banget namanya siapa
379,kak aku boleh minta robux nggak 😆😆😆
380,"Kak gaby nama usn roblox kakak apa?? berteman yuk aku udh subcraibe kakak kapan² kita mabar🎉😊❤
Mangat kontennya kak gaby❤❤"
381,"Kak gaby main tower terpanjang sambil cerita horor dong aku udh subcraibe kakak 
Yang setuju like dibawah👇👇❤️"
382,Ih bocil nya sok asik banget 🗿
383,Etdah Roblox sekarang lag bener ampek gak kuat hp gw 😭
384,"Bener bro kata kakak itu bener soalnya dia hanya memberikan informasi biasa sebenarnya aku juga subscribe dia entah kenapa semua orang sangat jahat aku bingung 😕 tapi yang dia bilang itu bener harus nya grow a garden itu ada nya di S karena dulu grow a garden adalah game viral Kakak yang ada di video itu dia baru di Roblox makanya dia bilang yang harus di S itu punya Sammy bukan punya jandel nahhh menurut kalian apa ""pliss jangan bully aku ya soal nya aku masih kecil :("""
385,Kukira cuma pejabat konoha yg lucu Ternyata dev roblox juga lucu😂
386,"99 night lebih ga jelas dari blox fruit njay 😂😂😂. Blox fruit game nya murni kekuatan player mainnya, ga ada robux pun ga papa. 99 night? Gw main 2 kali langsung pinggin keluarin robux untuk class nya 😂😂😂."
387,"Iya bang adek aku nangis kenceng karna tu aplikasi yaitu GOBLOX(ROBLOX) karna akun adek gw di ban karna cuman ngomong 1 bang💀🙏, yang bener aje bjir🙏, di gamenya juga kata adek gw mereka toxic tapi GK ada yang ke ban malahan adek gw yang cuman ngomong 1 malah di BAN game anj."
388,Pake mouse panahnya harus ada di bulat-bulat nya btw mabar bg gw mahir juga main gituan btw hehehe 😅
389,"obit aku mau mabar juga ya
tapi nama avatar obit sendiri
ada aku mau juga mabar
ya"
390,"Dan saya merasakan sendiri ketika sya tdk bsa mnghsilkan uang.. dan ktika saya bisa menghasilkan uang.. bukan hanya sikap suami.. bahkan semua orang.. SANGAT BERBEDA.. n 1 yg bisa saya simpulkan bahwa.. ""Wanita akan lebih di hargai ketika ia bisa berdiri di kakinya sendiri"""
391,"Sedih ini dengernya kak jill .....😢
Aslinya ini kak jill cantik, pintar, Penyayang....
Big hug buat kak jill...❤❤"
392,Gue disini sih salut banget sama kak Jil. Gue nonton tuh banyak hal yang bisa gue ambil pelajarannya. Gilaaaaa kereeeennnnnnnnn❤❤❤❤
393,"Kak jill auranya positif bgt,,,suka bgt sama kak jill🥰🙏keliatan dia tuh baik bgt,,penuh kasih sayang"
394,"Awal 😩🤧
Tengah tembak  😮
Akhir 😭🗿👍"
395,Kakak kakak kok cantik banget ❤🎉🎉😊
396,Jujur.. Agek Laen 1 lucu puolll. Nonton berkali kali ngga bosan. Agek Laen 2 udah nonton. Tapi pendapat pribadi.. masih lebih suka yang pertama. ❤
397,Kek gitulah karakter ibu2 yg kolot... Main suruh2 aja😅😂banyak tu di kampung2 krna katrok
398,"yg emosi pasti itu sumbunya pendek, kebakar dikit meledak.. ijazah kalau asal2an ya gitu hasilnya"
399,Ini roki cuma bisa berkelit .kelebihan nya cuma di retorika . Di mintai bukti malah ngeyel . Malah mencoba menjatuhkan lawan bicaranya . Wajarlah orang emosi . Orang seperti rg ini harus di waspadai karena dengan retorika dia bisa memanipulasi orang . Bahkan bisa memecah belah .
400,"Orang hukum bisa ga analisis hukum di Indonesia ini? Yg korupsi dihukum hanya 5000, kek uang jajan anak sd😅"
401,"Bung rocky tdk menyerang personal,
Tapi yg di katai bodoh sama bung rocky, ketidak tahuan silfester atas materi yg di jelaskan oleh bung rokcy 👍"
402,"Saya pendukung prabowo gibran..terus maju bung rocky,,,kritik para pemimpin supaya lebih memperhatikan rakyatnya.."
403,"selama ini ajang desainer hanya di acara show panggung bahkan panggung tertutup atau stasiun tv saja.
sedangkan kompetisi di tempat umum atau masyarakan menegah kurang bahkan sekelas sekolahan juga kurang"
404,"Saya setuju agar generaai z diberi ruang kreasi di citayem fashion week. Mohon pemda memberiikan ruang kreasi yg jauh Dari kemacetan. Bisa aja diadakam dikota tua. 
Dan beberapa catatan penting buat penyelengara:
1. Tema harus berdasarkan umkm Dan produk Indonesia.
2. No LGBT
3. Bersih. Tertib. Jgn bikin ulah. Aman. Dan kalo bisa diatur untuk angota Dan penyelengara ya. Jadi turun run way itu lebih tertib.  
4. Harus bertema budaya nusantara. 

5 . Bina sosial Dan didik mereka. Jgn sampe putus sekolah. Berkreasi boleh. Kita peduli harus. Jgn sampe ada anggota mereka broken home. Punya masalah rumah. Dan kesehatan mental. Jadi Bina sosial Jakarta siap siaga. Bantu . Bukan galak Dan usir . Tapi Bina Dan didik seipaya menjadi generaai yg produktif Dan bisa membawa hasil penghasilan yg baik untuk keluarga. KLo perlu ada psikolog yg bantu masalah mereka yg punya masalah rumah

6. Transportasi buat mereka yg tidak bisa pulang.  Mereka harus pulang. Jam runway dibatasi jam 8 malam. Mau mulai jam 4 sore tidak apa . Dilarang nginep.
7. Semoga dinas bina.sosial. industry kreatif Dan industry 4.0 mulai digalakan. Kreatif Dan industry 4.0 dibina ke anak anak. Yg mau jadi kameraman. Editor. Dan sebagainya. Dibuatkan chanel YouTube. TikTok. Instagram kegiatan mereka dibawah pengawasan pemda dki. Anak anak tetap berkreasi. Dapatkan rezeki buat keluarga mereka. Mandirim sehat secara batin Dan tubuhnya."
405,"lovely couple, but sorry ya, orang kaya koq ga punya black card? Napa masi pakai limit CCnya? Gw bukan orang kaya  tp cc gw limitnya di atas 500jt 😂"
406,"Sangat fantastic  Wow"" Amazing saya  lihatt terus sampek bengong❤❤❤ selamat ya kalian berdua adalah pasangan yg sangat serasi dan romance❤❤❤"
407,aku barusan join di sini..pdahal uda lama jadi follower di IG..lovable banget kak Jess dan Kak Sisca 😍🥰
408,"humor ku hanya sebatas ""mau pakai cicilan?"" 😭😭"
409,Jes act of service bangt aaaaaa selalu lucu mereka ber 2
410,"Gua yang laki aja sempet nangis loh liat Jess nangis..karena ini pun gua Rasakan ketika gua punya anak pertama kali nya,luar biasa bahagia.
Selamat ya ko Jess dan ci Sisca.. semoga sehat selalu ya untuk kalian dan calon baby nya ❤"
411,Ko Jes minta laptop buat belajar sama main game 🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿
412,"Duhh harganya 20 jt mending yang normal aja sih keyboard nya biar gak ngehabisin duit buat bayar sekolah😁 (pilihan ku..)
Aku suka keyboard yang mana saja tapi nikmati saja yang sudah ada di hotel rumah kami😂...
Kalian pilih beli keyboard 20 jt atau simpan duit nihh😁✌️"
413,"Kalo gue ngeliat dari sisi treat, seharusnya suami yang manjain istri, tpi sesekali gpp lah istri yang manjain suami, tpi disini keliatan yang lebih mandiri, lebih pengen tahu dan belajar itu si Siscanya bukan si jessnya 🤣 dan adenya si Jess justru belajar dari Sisca Kaka iparnya"
414,"Gua selalu ngakak liat Jess no udah bewokan mlu knp tau 😂, kek anehh gitu"
415,"Bang ada juga yang bikin gambar anies x Ganjar 💀💀💀💀💀
Lalu di post njirr💀"
416,"lucu banget 😂, hanya vladinir putin aja yg gak di jadiin meme 😮"
417,"meme memang media humor yg bagus, banyak meme politik yg bagus.. tapi makin kesini sih banyak yg downgrade kaya meme video yg diedit pake AI tanpa konteks.. bagi yang sefrekuensi dapet hiburan tapi gak ada pesan.. padahal bagus lagi kalau meme itu punya makna, kenapa dibuat dan buat apa.. joged2 doang tanpa pesan mah aneh aja si aku liatnya"
418,"Bang video lu udah garing keknya maaf aja kalau gw ngomong gini, soalnya lu cuman jelasin aja coba kasih kesan/perasaan saat bahas suatu prilaku yg aneh, jadi gak kek baca google aja. Kalau gini rada sayang"
